UID,SUMMARY,START,END,SALLES
ADE6050726f6a65745f323032332d323032342d39383438362d302d32,SAE 4.2 - Production - TP - S4-B,20240314T070000Z,20240314T110000Z,Halle 1\ Halle 2
ADE6050726f6a65745f323032332d323032342d31353536362d302d31,SAé 4.02 Maint TPA,20240311T093000Z,20240311T113000Z,GT1.07a
ADE6050726f6a65745f323032332d323032342d3133373136342d302d30,conférence,20240314T123000Z,20240314T130000Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d3133343631382d302d3234,Projet,20240313T124500Z,20240313T164500Z,IN0.03
ADE6050726f6a65745f323032332d323032342d31393139382d302d34,TP mix TPC,20240315T123000Z,20240315T163000Z,Halle BERNOULLI-1
ADE6050726f6a65745f323032332d323032342d39323331352d312d30,*SAé 2.04 Autonomie info TPC,20240315T123000Z,20240315T163000Z,GT1.10
ADE6050726f6a65745f323032332d323032342d39333237332d302d34,R213 Comm bureautique - SAÉ 206 (G3),20240311T124500Z,20240311T144500Z,IN2.01
ADE6050726f6a65745f323032332d323032342d3133363437332d302d30,R4A08 Virtualisation (G1) // SAÉ,20240311T073000Z,20240311T113000Z,IN1.03\ IN1.08\ IN1.09\ IN0.05\ IN0.09
ADE6050726f6a65745f323032332d323032342d343834302d302d30,SAE 2.2 - TP capteurs O2 - S2-A1,20240315T124500Z,20240315T144500Z,Biologie
ADE6050726f6a65745f323032332d323032342d38343239392d302d30,CQHA HACCP machine 3/3,20240311T101500Z,20240311T121500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d3133343631382d302d3135,Projet,20240311T124500Z,20240311T164500Z,IN0.03
ADE6050726f6a65745f323032332d323032342d32343039392d302d33,informatique,20240311T123000Z,20240311T140000Z,GT1.07a\ GT1.07b
ADE6050726f6a65745f323032332d323032342d39333237302d302d36,R213 Comm bureautique - SAÉ 206 (G2),20240313T124500Z,20240313T144500Z,IN2.02
ADE6050726f6a65745f323032332d323032342d34373535342d352d30,anglais,20240314T123000Z,20240314T140000Z,EX-003
ADE6050726f6a65745f323032332d323032342d39383439362d302d30,SAE 4.2 - Préparation CR TP - Autonomie - S4-A,20240311T101500Z,20240311T114500Z,S03
ADE6050726f6a65745f323032332d323032342d39383438362d302d31,SAE 4.2 - Production - TP - S4-B,20240313T070000Z,20240313T110000Z,Halle 1\ Halle 2
ADE6050726f6a65745f323032332d323032342d35373837362d302d31,SAé 4.03 Réal TPC,20240313T073000Z,20240313T093000Z,GT1.06
ADE6050726f6a65745f323032332d323032342d313232352d362d30,traitement numérique des données,20240313T083000Z,20240313T113000Z,GT1.07a\ GT1.07b
ADE6050726f6a65745f323032332d323032342d37333538352d302d30,SAé 2.03 TPD,20240312T073000Z,20240312T113000Z,GT2.11
ADE6050726f6a65745f323032332d323032342d3130303838322d302d31,Probabilités/Statistiques - TD - S2-B,20240313T103000Z,20240313T120000Z,S15
ADE6050726f6a65745f323032332d323032342d39323837342d342d30,Espagnol,20240313T100000Z,20240313T113000Z,EX-001
ADE6050726f6a65745f323032332d323032342d38323431352d302d36,R4A11 Dev mobile (G1.1),20240313T073000Z,20240313T113000Z,IN1.07
ADE6050726f6a65745f323032332d323032342d31333730382d302d30,Thermique du bâtiment éval TPC,20240312T073000Z,20240312T113000Z,GT109a
ADE6050726f6a65745f323032332d323032342d38383935312d302d30,*SAé 2.04 TPA,20240312T073000Z,20240312T083000Z,Halle BERNOULLI-2
ADE6050726f6a65745f323032332d323032342d39363836392d302d30,SAE 4.1 - TP - S4-A2,20240312T120000Z,20240312T160000Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d39333131342d302d32,R212 Anglais (G1.2),20240315T124500Z,20240315T144500Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d36323133382d302d30,SAé 4.01 Info TD1,20240315T093000Z,20240315T113000Z,GT109a\ GT109b
ADE6050726f6a65745f323032332d323032342d35333037332d302d30,stratégie,20240315T083000Z,20240315T100000Z,EX-003
ADE6050726f6a65745f323032332d323032342d3130313332352d302d30,SAE 2.2 - Physiologie végétale (nutrition) - TD - S2-B,20240312T130000Z,20240312T143000Z,S15
ADE6050726f6a65745f323032332d323032342d3133303936332d302d30,TP 4 et 5 µbio systématique - J3 - S2-A,20240312T133000Z,20240312T143000Z,Microbio 1\ Microbio 2
ADE6050726f6a65745f323032332d323032342d39353936322d302d30,Calculs d'échangeurs - TD - S2-A,20240315T150000Z,20240315T163000Z,GT 0.03
ADE6050726f6a65745f323032332d323032342d34393536392d302d34,Hydraulique et aéraulique TD1,20240311T093000Z,20240311T113000Z,GT0.01
ADE6050726f6a65745f323032332d323032342d38323035352d302d31,anglais,20240312T083000Z,20240312T100000Z,EX-003
ADE6050726f6a65745f323032332d323032342d39393932392d302d30,Lipides - TD - S2-A,20240315T101500Z,20240315T114500Z,S07
ADE6050726f6a65745f323032332d323032342d31353638342d302d30,SAé 4.02 Maint oral TPA,20240315T073000Z,20240315T093000Z,GT0.08\ GT1.10
ADE6050726f6a65745f323032332d323032342d37363534392d302d31,PFT1 Filière Fruits Légumes,20240315T091500Z,20240315T111500Z,S04
ADE6050726f6a65745f323032332d323032342d39333131322d302d30,R212 Anglais (G1.1),20240313T073000Z,20240313T093000Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d3130313332362d302d30,SAE 2.2 - Physiologie végétale (nutrition) - TD - S2-C,20240314T101500Z,20240314T114500Z,S04
ADE6050726f6a65745f323032332d323032342d31353633352d352d30,SAé 4.02 Maint autonomie TPB,20240312T144500Z,20240312T164500Z,GT1.10
ADE6050726f6a65745f323032332d323032342d3133373331332d302d30,SAÉ S5 (soutenances M),20240313T081500Z,20240313T090000Z,IN0.08
ADE6050726f6a65745f323032332d323032342d38323036362d302d30,R403 Au-delà relationnel (ang) (G1),20240311T124500Z,20240311T144500Z,IN2.02
ADE6050726f6a65745f323032332d323032342d39363837312d302d30,SAE 4.1 - TP - S4-B2,20240313T120000Z,20240313T160000Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d36323038332d302d36,SAé 4.01 Autonomie TPA,20240315T123000Z,20240315T143000Z,GT109b
ADE6050726f6a65745f323032332d323032342d38333631392d322d30,améthodes d'enquete,20240311T123000Z,20240311T140000Z,IN0.04
ADE6050726f6a65745f323032332d323032342d33323730312d302d36,comptabilité,20240315T070000Z,20240315T100000Z,EX-002
ADE6050726f6a65745f323032332d323032342d33393036322d302d32,Anglais TD2,20240313T144500Z,20240313T164500Z,Multimédia\ Labo Langues
ADE6050726f6a65745f323032332d323032342d3130323237302d302d36,Saé 2.02 TPA Autonomie,20240313T144500Z,20240313T164500Z,GT109b
ADE6050726f6a65745f323032332d323032342d39323331342d312d30,*SAé 2.04 Autonomie info TPB,20240315T123000Z,20240315T163000Z,GT1.11
ADE6050726f6a65745f323032332d323032342d34383330362d302d36,anglais,20240315T070000Z,20240315T083000Z,EX-001
ADE6050726f6a65745f323032332d323032342d39373536352d302d36,fiscalité,20240313T100000Z,20240313T113000Z,EX-002
ADE6050726f6a65745f323032332d323032342d39383937372d31362d30,UE6,20240311T071500Z,20240311T091500Z,Amphithéâtre Le Bugey
ADE6050726f6a65745f323032332d323032342d39333139332d302d32,R212 Anglais (G3.2),20240313T093000Z,20240313T113000Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d34303136382d322d30,Gestion des projets,20240312T123000Z,20240312T153000Z,S03
ADE6050726f6a65745f323032332d323032342d39333235312d302d33,R213 Comm (G1),20240312T124500Z,20240312T144500Z,IN0.09
ADE6050726f6a65745f323032332d323032342d38343239382d302d30,CQHA HACCP machine 2/3,20240311T091500Z,20240311T101500Z,Halle 1
ADE6050726f6a65745f323032332d323032342d39323835342d302d38,R211 Droit (G2),20240314T093000Z,20240314T113000Z,IN0.07
ADE6050726f6a65745f323032332d323032342d32373933302d31332d30,PER,20240315T071500Z,20240315T091500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d32373930352d322d30,PER Gpe A,20240314T123000Z,20240314T143000Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d3130313435372d302d31,Biotech,20240315T130000Z,20240315T150000Z,Amphithéâtre Le Bugey
ADE6050726f6a65745f323032332d323032342d33323731362d342d30,sae,20240314T130000Z,20240314T160000Z,EX-001\ EX-002
ADE6050726f6a65745f323032332d323032342d34393530312d302d33,Anglais TD2,20240315T073000Z,20240315T093000Z,Multimédia\ GT0.01
ADE6050726f6a65745f323032332d323032342d3133363436362d302d31,R507 Intég. continue // SAÉ,20240312T124500Z,20240312T164500Z,IN1.06\ IN1.08
ADE6050726f6a65745f323032332d323032342d38303735332d302d3139,ESPAGNOL,20240312T163000Z,20240312T173000Z,IN0.00
ADE6050726f6a65745f323032332d323032342d3131363138302d302d30,R514 Anglais (M),20240311T124500Z,20240311T134500Z,IN0.00
ADE6050726f6a65745f323032332d323032342d38323133392d302d36,R405 Anglais (G1),20240315T144500Z,20240315T164500Z,IN0.00
ADE6050726f6a65745f323032332d323032342d39353935332d302d30,Echangeurs en IAA - CM - S2,20240311T130000Z,20240311T143000Z,S07
ADE6050726f6a65745f323032332d323032342d39353035342d352d30,droit des affaires,20240312T083000Z,20240312T113000Z,EX-001
ADE6050726f6a65745f323032332d323032342d34373632352d302d36,Ppp,20240315T123000Z,20240315T140000Z,EX-003
ADE6050726f6a65745f323032332d323032342d38373333322d302d39,R404 Meth. d'opt (G1),20240315T124500Z,20240315T144500Z,IN0.07
ADE6050726f6a65745f323032332d323032342d38373833332d302d31,R202 IHM (G2.1),20240312T073000Z,20240312T113000Z,IN1.05
ADE6050726f6a65745f323032332d323032342d39373931342d312d30,Biotechnologie - TP (PhD) - S4-B2,20240311T093000Z,20240311T114500Z,Halle-Génie ferm.
ADE6050726f6a65745f323032332d323032342d39393933302d302d30,Lipides - TD - S2-B,20240315T141500Z,20240315T154500Z,S07
ADE6050726f6a65745f323032332d323032342d39373235362d302d30,Anglais - TP (1h) - S4-A1,20240314T093000Z,20240314T103000Z,S05
ADE6050726f6a65745f323032332d323032342d33333032372d302d37,Rh,20240315T083000Z,20240315T100000Z,EX-001
ADE6050726f6a65745f323032332d323032342d31313736352d302d34,Hist. BDR,20240313T093000Z,20240313T113000Z,Amphithéâtre Le Bugey
ADE6050726f6a65745f323032332d323032342d33383933392d302d3231,Travaux personnels,20240315T123000Z,20240315T143000Z,Distanciel 1
ADE6050726f6a65745f323032332d323032342d3133343337312d302d30,Anglais - TP (1h) - FI,20240315T100000Z,20240315T110000Z,S05
ADE6050726f6a65745f323032332d323032342d32343031362d352d30,mathématiques,20240313T140000Z,20240313T153000Z,EX-002
ADE6050726f6a65745f323032332d323032342d39333138382d302d32,R212 Anglais (G3.1),20240311T093000Z,20240311T113000Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d3130313533372d302d30,PPP - TP - S2-A2,20240315T124500Z,20240315T141500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d39383538322d302d30,SAE 4.2 - Microbiologie\  Produits laitiers - TP J3 - S4-A,20240315T143000Z,20240315T160000Z,S16-TD info\ Microbio 1\ Microbio 2
ADE6050726f6a65745f323032332d323032342d39393936322d302d33,Mise en marché - Commercialisation,20240311T091500Z,20240311T111500Z,S05
ADE6050726f6a65745f323032332d323032342d34373539312d362d30,Communication,20240314T083000Z,20240314T100000Z,EX-003
ADE6050726f6a65745f323032332d323032342d38323134322d302d31,R405 Anglais (G2),20240315T093000Z,20240315T113000Z,IN0.00
ADE6050726f6a65745f323032332d323032342d3130313037372d302d34,Electricité/Electrotech - TD - S2-C,20240313T103000Z,20240313T120000Z,S05
ADE6050726f6a65745f323032332d323032342d32353936332d302d30,Anglais - TP - S2-A2,20240311T103000Z,20240311T120000Z,S04
ADE6050726f6a65745f323032332d323032342d38323331342d302d33,R406 Comm interne (G2),20240313T093000Z,20240313T113000Z,IN0.04
ADE6050726f6a65745f323032332d323032342d3130313332342d302d30,SAE 2.2 - Physiologie végétale (nutrition) - TD - S2-A,20240313T130000Z,20240313T143000Z,S17
ADE6050726f6a65745f323032332d323032342d39323034382d302d30,R206 Exploit. BD (G3),20240312T073000Z,20240312T113000Z,IN2.02
ADE6050726f6a65745f323032332d323032342d37303431312d302d30,Analyse Financière en IAA,20240313T123000Z,20240313T153000Z,S07
ADE6050726f6a65745f323032332d323032342d3133363436392d302d30,SAÉ S4,20240312T134500Z,20240312T163000Z,IN0.08\ IN0.04\ IN1.05\ IN1.09
ADE6050726f6a65745f323032332d323032342d39363937302d302d31,Statistiques - TP - S4-A2,20240314T094500Z,20240314T111500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d31313636352d302d31,An. PB,20240312T071500Z,20240312T091500Z,Amphithéâtre Le Bugey
ADE6050726f6a65745f323032332d323032342d39373737312d302d31,PPP - TD (info) - S4-A,20240313T084500Z,20240313T101500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39323930352d302d38,R211 Droit (G3),20240315T093000Z,20240315T113000Z,IN0.07
ADE6050726f6a65745f323032332d323032342d38373832312d302d30,R202 IHM (G3.2),20240311T073000Z,20240311T113000Z,IN1.07
ADE6050726f6a65745f323032332d323032342d3133373136352d302d30,ds traitement numérique des données,20240313T123000Z,20240313T140000Z,Amphithéâtre Bresse-Revermont
ADE6050726f6a65745f323032332d323032342d38313332342d302d30,Techniques analytiques (CCM) - TP - S2-B,20240311T084500Z,20240311T114500Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d32343130392d302d33,informatique,20240311T140000Z,20240311T153000Z,GT1.07a\ GT1.07b
ADE6050726f6a65745f323032332d323032342d39383535322d302d30,EnR info -TD2,20240311T093000Z,20240311T113000Z,GT109b\ GT109a
ADE6050726f6a65745f323032332d323032342d3133313735342d302d30,SAE 2.2 - TP capteurs O2 - S2-B2,20240313T144500Z,20240313T164500Z,Biologie
ADE6050726f6a65745f323032332d323032342d38313932332d302d30,R401 Archi Log (G1),20240312T073000Z,20240312T093000Z,IN0.04
ADE6050726f6a65745f323032332d323032342d39323836302d302d30,R211 Droit (G1),20240315T073000Z,20240315T093000Z,IN0.08
ADE6050726f6a65745f323032332d323032342d36323038332d302d35,SAé 4.01 Autonomie TPA,20240314T073000Z,20240314T093000Z,GT1.06
ADE6050726f6a65745f323032332d323032342d31393333342d302d3139,Allemand,20240312T163000Z,20240312T173000Z,IN0.03
ADE6050726f6a65745f323032332d323032342d36323039372d302d34,SAé 4.01 Autonomie TPB,20240313T093000Z,20240313T113000Z,GT2.11
ADE6050726f6a65745f323032332d323032342d38313035382d302d30,Gestion des projets DS,20240315T091500Z,20240315T111500Z,S15
ADE6050726f6a65745f323032332d323032342d3130303930312d302d30,Eau dans les aliments - TD - S2-B,20240312T084500Z,20240312T101500Z,S03
ADE6050726f6a65745f323032332d323032342d3133313039312d302d34,gema droit du travail,20240314T123000Z,20240314T140000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d34393530302d302d38,Anglais TD1,20240315T093000Z,20240315T113000Z,GT0.01\ Labo Langues
ADE6050726f6a65745f323032332d323032342d39333133352d302d30,R212 Anglais (G2.1),20240315T073000Z,20240315T093000Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d35373837362d302d32,SAé 4.03 Réal TPC,20240313T093000Z,20240313T113000Z,GT1.06
ADE6050726f6a65745f323032332d323032342d39323036342d332d30,R208 Stat. descriptives (G2),20240315T093000Z,20240315T113000Z,IN0.08
ADE6050726f6a65745f323032332d323032342d3132323936332d352d30,anglais,20240314T140000Z,20240314T153000Z,EX-003
ADE6050726f6a65745f323032332d323032342d3130303930302d302d30,Eau dans les aliments - TD - S2-A,20240313T103000Z,20240313T120000Z,S03
ADE6050726f6a65745f323032332d323032342d3133343334382d302d30,Notions,20240312T094500Z,20240312T111500Z,S17
ADE6050726f6a65745f323032332d323032342d39363934352d302d33,SAE 4.1 - Autonomie - S4-A1,20240312T151500Z,20240312T164500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d3133343631382d302d3237,Projet,20240315T073000Z,20240315T113000Z,IN0.03
ADE6050726f6a65745f323032332d323032342d3132333234332d302d35,Sociologie,20240311T140000Z,20240311T153000Z,EX-107
ADE6050726f6a65745f323032332d323032342d3130313037362d302d31,Electricité/Electrotech - TD - S2-B,20240311T144500Z,20240311T161500Z,S04
ADE6050726f6a65745f323032332d323032342d39353537372d302d30,ED 2 ChO,20240313T130000Z,20240313T150000Z,Amphithéâtre Le Bugey
ADE6050726f6a65745f323032332d323032342d39383438312d302d30,SAE 4.2 - Régulation - TD - S4-A,20240315T124500Z,20240315T141500Z,S03
ADE6050726f6a65745f323032332d323032342d31353638392d302d30,SAé 4.02 Maint oral TPC,20240312T124500Z,20240312T144500Z,GT0.01\ GT1.10
ADE6050726f6a65745f323032332d323032342d3133343631382d302d3233,Projet,20240313T073000Z,20240313T113000Z,IN0.03
ADE6050726f6a65745f323032332d323032342d3130313739332d302d30,DS - Chimie Organique - S2,20240315T070000Z,20240315T080000Z,Salle DS
ADE6050726f6a65745f323032332d323032342d3131393836322d302d31,Hist. Tissu,20240312T093000Z,20240312T113000Z,Amphithéâtre Le Bugey
ADE6050726f6a65745f323032332d323032342d3133373437322d302d30,Presentation voyage,20240311T120000Z,20240311T121500Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d36323038332d302d37,SAé 4.01 Autonomie TPA,20240315T143000Z,20240315T163000Z,GT109b
ADE6050726f6a65745f323032332d323032342d36323130342d302d37,SAé 4.01 Autonomie TPC,20240315T093000Z,20240315T113000Z,GT2.11
ADE6050726f6a65745f323032332d323032342d34383734352d352d30,anglais,20240315T123000Z,20240315T140000Z,EX-001
ADE6050726f6a65745f323032332d323032342d39333236352d302d34,R213 Comm bureautique - SAÉ 206 (G1),20240311T093000Z,20240311T113000Z,IN2.01
ADE6050726f6a65745f323032332d323032342d37343931322d302d30,FCA PLan d'expériences,20240312T080000Z,20240312T110000Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39383937372d382d30,UE6,20240311T093000Z,20240311T113000Z,Amphithéâtre Le Bugey
ADE6050726f6a65745f323032332d323032342d39363837302d302d30,SAE 4.1 - TP - S4-B1,20240311T070000Z,20240311T110000Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d39333237332d302d30,R213 Comm bureautique - SAÉ 206 (G3),20240314T073000Z,20240314T093000Z,IN0.04
ADE6050726f6a65745f323032332d323032342d39333137322d302d32,R212 Anglais (G2.2),20240311T144500Z,20240311T164500Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d38323830332d302d30,comptabilité,20240312T123000Z,20240312T140000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d39323135382d302d35,R210 Gest. Orga. (G3),20240313T124500Z,20240313T144500Z,IN0.07
ADE6050726f6a65745f323032332d323032342d37363239362d302d30,GFB Outils analytiques 2/2 Restitution,20240313T124500Z,20240313T154500Z,S03
ADE6050726f6a65745f323032332d323032342d37343931322d312d31,FCA PLan d'expériences,20240312T120000Z,20240312T160000Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d3133303935392d302d30,TP 4 et 5 µbio systématique - J3 - S2-C,20240312T110000Z,20240312T120000Z,Microbio 1\ Microbio 2
ADE6050726f6a65745f323032332d323032342d33353533362d372d30,Maths opt 2 (complexes),20240312T163000Z,20240312T173000Z,IN0.07
ADE6050726f6a65745f323032332d323032342d39383438342d302d30,SAE 4.2 - Prépa postes - TP - S4-B,20240311T150000Z,20240311T170000Z,Halle 1\ Halle 2
ADE6050726f6a65745f323032332d323032342d3130313037362d302d32,Electricité/Electrotech - TD - S2-B,20240312T103000Z,20240312T120000Z,S03
ADE6050726f6a65745f323032332d323032342d34393537312d302d38,Hydraulique et aéraulique TD2,20240315T093000Z,20240315T113000Z,GT0.07
ADE6050726f6a65745f323032332d323032342d3133313330372d302d30,Rangement cuisine expérimentale - Autonomie - S6-FI,20240315T120000Z,20240315T150000Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d37363137382d302d30,Techniques analytiques (CCM) - TP - S2-A,20240312T084500Z,20240312T114500Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d3133303936312d302d30,TP 4 et 5 µbio systématique - J3 - S2-B,20240312T144500Z,20240312T154500Z,Microbio 1\ Microbio 2
ADE6050726f6a65745f323032332d323032342d33323338362d302d30,TP mix TPA,20240313T073000Z,20240313T113000Z,Halle BERNOULLI-1
ADE6050726f6a65745f323032332d323032342d38373839392d302d30,R202 IHM (G1.2),20240312T073000Z,20240312T113000Z,IN1.07
ADE6050726f6a65745f323032332d323032342d39323036332d332d30,R208 Stat. descriptives (G1),20240313T124500Z,20240313T144500Z,IN0.09
ADE6050726f6a65745f323032332d323032342d33323730302d302d36,comptabilité,20240314T070000Z,20240314T100000Z,EX-001
ADE6050726f6a65745f323032332d323032342d39363935392d302d31,Statistiques - TD - S4-A,20240315T101500Z,20240315T114500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d3133343631382d302d3232,Projet,20240312T124500Z,20240312T164500Z,IN0.05
ADE6050726f6a65745f323032332d323032342d3130323237342d302d35,Saé 2.02 TPD Autonomie,20240313T073000Z,20240313T093000Z,GT1.10
ADE6050726f6a65745f323032332d323032342d39383438362d302d30,SAE 4.2 - Production - TP - S4-B,20240312T070000Z,20240312T110000Z,Halle 1\ Halle 2
ADE6050726f6a65745f323032332d323032342d38313131352d302d30,Droit du travail,20240314T140000Z,20240314T153000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d39383438392d302d30,SAE 4.2 - Production - TP - S4-B (NG),20240312T110000Z,20240312T130000Z,Halle 1\ Halle 2
ADE6050726f6a65745f323032332d323032342d3133363532372d302d30,R513 Economie (M),20240313T144500Z,20240313T164500Z,IN0.08
ADE6050726f6a65745f323032332d323032342d3133363436382d302d30,SAÉ S5 (soutenances M),20240313T124500Z,20240313T141500Z,IN0.08
ADE6050726f6a65745f323032332d323032342d3131363139302d302d32,R505 Flutter,20240314T124500Z,20240314T164500Z,IN2.02
ADE6050726f6a65745f323032332d323032342d39313833362d302d30,R206 Exploit. BD (G1),20240314T073000Z,20240314T113000Z,IN2.01
ADE6050726f6a65745f323032332d323032342d3130323237322d302d36,Saé 2.02 TPC Autonomie,20240311T144500Z,20240311T164500Z,GT1.06
ADE6050726f6a65745f323032332d323032342d39383431352d302d30,SAE 4.2 - TP Lait - S4-B,20240315T070000Z,20240315T113000Z,S17\ Bioch 2
ADE6050726f6a65745f323032332d323032342d39383537392d302d30,SAE 4.2 - Microbiologie\  Produits laitiers - TP J1 - S4-A,20240311T070000Z,20240311T100000Z,S16-TD info\ Microbio 1\ Microbio 2
ADE6050726f6a65745f323032332d323032342d37363534392d302d32,PFT1 Filière Fruits Légumes,20240315T123000Z,20240315T143000Z,S04
ADE6050726f6a65745f323032332d323032342d38373131322d302d33,R402 Qual. de Dev (G2),20240311T073000Z,20240311T113000Z,IN0.04
ADE6050726f6a65745f323032332d323032342d36323336312d302d31,SAE 2.2 - Rédac protocole TP photo - Autonomie - S2-C2,20240315T141500Z,20240315T154500Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d39393932382d302d31,Lipides - CM - S2,20240315T083000Z,20240315T100000Z,S07
ADE6050726f6a65745f323032332d323032342d313534382d302d30,SAE 4.1 - Autonomie - S4-B1,20240313T144500Z,20240313T161500Z,S11-TP info
